,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,Year
28,ORV,C,Andre Drummond,24.0,DET,3.0,200.0,0.015,78.0,33.7,15.0,16.0,3.0,1.5,1.6,0.529,0.0,0.605,10.3,0.189,5.7,1.7,99.0,2018
29,ORV,G,Gary Harris,23.0,DEN,3.0,200.0,0.015,67.0,34.4,17.5,2.6,2.9,1.8,0.2,0.485,0.396,0.827,5.5,0.114,1.5,-0.2,112.0,2018
30,ORV,F,LaMarcus Aldridge,32.0,SAS,2.0,200.0,0.01,75.0,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,3.5,-0.4,105.0,2018
31,ORV,F,Al-Farouq Aminu,27.0,POR,2.0,200.0,0.01,69.0,30.0,9.3,7.6,1.2,1.1,0.6,0.395,0.369,0.738,4.2,0.097,3.2,1.1,104.0,2018
32,ORV,G,Avery Bradley,27.0,TOT,2.0,200.0,0.01,46.0,31.2,14.3,2.5,2.0,1.1,0.2,0.414,0.369,0.768,-0.2,-0.007,1.2,-1.0,110.0,2018
33,ORV,C,Steven Adams,24.0,OKC,1.0,200.0,0.005,76.0,32.7,13.9,9.0,1.2,1.2,1.0,0.629,0.0,0.559,9.7,0.187,3.0,-0.6,107.0,2018
34,ORV,G,Will Barton,27.0,DEN,1.0,200.0,0.005,81.0,33.1,15.7,5.0,4.1,1.0,0.6,0.452,0.37,0.805,6.2,0.111,1.8,-0.4,112.0,2018
35,ORV,G,Eric Bledsoe,28.0,TOT,1.0,200.0,0.005,74.0,31.4,17.7,3.8,5.0,2.0,0.6,0.473,0.347,0.795,5.6,0.116,2.5,0.3,108.0,2018
36,ORV,F,Ed Davis,28.0,POR,1.0,200.0,0.005,78.0,18.9,5.3,7.4,0.5,0.4,0.7,0.582,0.0,0.667,5.0,0.164,2.5,0.6,103.0,2018
37,ORV,C,Derrick Favors,26.0,UTA,1.0,200.0,0.005,77.0,28.0,12.3,7.2,1.3,0.7,1.1,0.563,0.222,0.651,8.0,0.179,3.5,0.7,104.0,2018
38,ORV,F,LeBron James,33.0,CLE,1.0,200.0,0.005,82.0,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14.0,0.221,3.0,1.4,109.0,2018
39,ORV,C,DeAndre Jordan,29.0,LAC,1.0,200.0,0.005,77.0,31.5,12.0,15.2,1.5,0.5,0.9,0.645,,0.58,9.4,0.186,3.4,-0.3,105.0,2018
40,ORV,G,Damian Lillard,27.0,POR,1.0,200.0,0.005,73.0,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,2.7,0.3,109.0,2018
41,ORV,G,Donovan Mitchell,21.0,UTA,1.0,200.0,0.005,79.0,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,3.8,0.3,105.0,2018
42,ORV,G,Fred VanVleet,23.0,TOR,1.0,200.0,0.005,76.0,20.0,8.6,2.4,3.2,0.9,0.3,0.426,0.414,0.832,4.7,0.149,2.0,1.0,106.0,2018
0,1st,C,Rudy Gobert,26.0,UTA,196.0,200.0,0.98,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,5.7,2.5,100.0,2019
1,1st,F,Paul George,28.0,OKC,195.0,200.0,0.975,77.0,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,4.9,1.6,105.0,2019
2,1st,F,Giannis Antetokounmpo,24.0,MIL,193.0,200.0,0.965,72.0,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,5.5,4.1,99.0,2019
3,1st,G,Marcus Smart,24.0,BOS,145.0,200.0,0.725,80.0,27.5,8.9,2.9,4.0,1.8,0.4,0.422,0.364,0.806,5.3,0.116,3.1,2.0,107.0,2019
4,1st,G,Eric Bledsoe,29.0,MIL,100.0,200.0,0.5,78.0,29.1,15.9,4.6,5.5,1.5,0.4,0.484,0.329,0.75,8.2,0.173,3.7,1.2,105.0,2019
6,2nd,G,Jrue Holiday,28.0,NOP,90.0,200.0,0.45,67.0,35.9,21.2,5.0,7.7,1.6,0.8,0.472,0.325,0.768,5.4,0.108,1.9,-0.1,112.0,2019
7,2nd,G,Klay Thompson,28.0,GSW,82.0,200.0,0.41,78.0,34.0,21.5,3.8,2.4,1.1,0.6,0.467,0.402,0.816,5.3,0.095,2.3,-1.4,112.0,2019
8,2nd,C,Joel Embiid,24.0,PHI,80.0,200.0,0.4,64.0,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,3.8,0.9,104.0,2019
9,2nd,F,Draymond Green,28.0,GSW,61.0,200.0,0.305,66.0,31.3,7.4,7.3,6.9,1.4,1.1,0.445,0.285,0.692,4.3,0.1,3.2,2.7,106.0,2019
10,2nd,F,Kawhi Leonard,27.0,TOR,39.0,200.0,0.195,60.0,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,3.4,1.1,105.0,2019
12,ORV,G,Danny Green,31.0,TOR,66.0,200.0,0.33,80.0,27.7,10.3,4.0,1.6,0.9,0.7,0.465,0.455,0.841,5.9,0.128,2.9,0.8,108.0,2019
13,ORV,G,Patrick Beverley,30.0,LAC,48.0,200.0,0.24,78.0,27.4,7.6,5.0,3.8,0.9,0.6,0.407,0.397,0.78,4.8,0.108,2.0,1.2,111.0,2019
14,ORV,C,Myles Turner,22.0,IND,39.0,200.0,0.195,74.0,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,4.4,2.4,101.0,2019
15,ORV,F,P.J. Tucker,33.0,HOU,38.0,200.0,0.19,82.0,34.2,7.3,5.8,1.2,1.6,0.5,0.396,0.377,0.695,5.0,0.086,3.0,1.0,110.0,2019
16,ORV,F,Pascal Siakam,24.0,TOR,24.0,200.0,0.12,80.0,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,3.6,0.8,107.0,2019
17,ORV,G,Derrick White,24.0,SAS,15.0,200.0,0.075,67.0,25.8,9.9,3.7,3.9,1.0,0.7,0.479,0.338,0.772,3.6,0.101,1.9,1.3,110.0,2019
18,ORV,G,Jimmy Butler,29.0,TOT,9.0,200.0,0.045,65.0,33.6,18.7,5.3,4.0,1.9,0.6,0.462,0.347,0.855,7.9,0.173,2.5,0.9,110.0,2019
19,ORV,G,Russell Westbrook,30.0,OKC,9.0,200.0,0.045,73.0,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,5.0,2.4,103.0,2019
20,ORV,G,Chris Paul,33.0,HOU,7.0,200.0,0.035,58.0,32.0,15.6,4.6,8.2,2.0,0.3,0.419,0.358,0.862,6.6,0.172,2.2,1.1,109.0,2019
21,ORV,F,Robert Covington,28.0,TOT,5.0,200.0,0.025,35.0,34.4,13.3,5.5,1.3,2.1,1.3,0.431,0.378,0.764,2.5,0.1,1.6,2.1,108.0,2019
22,ORV,F,Paul Millsap,33.0,DEN,5.0,200.0,0.025,70.0,27.1,12.6,7.2,2.0,1.2,0.8,0.484,0.365,0.727,6.1,0.155,2.9,1.0,106.0,2019
23,ORV,F,Kevin Durant,30.0,GSW,4.0,200.0,0.02,78.0,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2.9,0.1,110.0,2019
24,ORV,G,James Harden,29.0,HOU,4.0,200.0,0.02,78.0,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,3.8,1.6,108.0,2019
25,ORV,C,Al Horford,32.0,BOS,4.0,200.0,0.02,68.0,29.0,13.6,6.7,4.2,0.9,1.3,0.535,0.36,0.821,7.5,0.181,2.9,1.9,107.0,2019
26,ORV,G,Malcolm Brogdon,26.0,MIL,3.0,200.0,0.015,64.0,28.6,15.6,4.5,3.2,0.7,0.2,0.505,0.426,0.928,6.5,0.171,2.3,0.1,108.0,2019
27,ORV,G,Kyle Lowry,32.0,TOR,3.0,200.0,0.015,65.0,34.0,14.2,4.8,8.7,1.4,0.5,0.411,0.347,0.83,6.6,0.144,3.0,0.6,108.0,2019
28,ORV,G,Josh Richardson,25.0,MIA,3.0,200.0,0.015,73.0,34.8,16.6,3.6,4.1,1.1,0.5,0.412,0.357,0.861,5.6,0.106,2.6,0.2,110.0,2019
29,ORV,G,Stephen Curry,30.0,GSW,2.0,200.0,0.01,69.0,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2.5,-0.5,110.0,2019
30,ORV,F,Anthony Davis,25.0,NOP,2.0,200.0,0.01,56.0,33.0,25.9,12.0,3.9,1.6,2.4,0.517,0.331,0.794,9.5,0.247,3.1,2.3,105.0,2019
31,ORV,C,Derrick Favors,27.0,UTA,2.0,200.0,0.01,76.0,23.2,11.8,7.4,1.2,0.7,1.4,0.586,0.218,0.675,7.9,0.215,3.5,1.5,103.0,2019
32,ORV,F,Joe Ingles,31.0,UTA,2.0,200.0,0.01,82.0,31.3,12.1,4.0,5.7,1.2,0.2,0.448,0.391,0.707,6.0,0.113,3.6,1.1,107.0,2019
33,ORV,G,Donovan Mitchell,22.0,UTA,2.0,200.0,0.01,77.0,33.7,23.8,4.1,4.2,1.4,0.4,0.432,0.362,0.806,5.0,0.092,3.7,0.1,107.0,2019
34,ORV,G,Ben Simmons,22.0,PHI,2.0,200.0,0.01,79.0,34.2,16.9,8.8,7.7,1.4,0.8,0.563,0.0,0.6,8.2,0.146,3.6,1.3,108.0,2019
35,ORV,F,Thaddeus Young,30.0,IND,2.0,200.0,0.01,81.0,30.7,12.6,6.5,2.5,1.5,0.4,0.527,0.349,0.644,6.9,0.133,3.9,1.1,106.0,2019
36,ORV,F,Bam Adebayo,21.0,MIA,1.0,200.0,0.005,82.0,23.3,8.9,7.3,2.2,0.9,0.8,0.576,0.2,0.735,6.8,0.171,3.4,2.2,104.0,2019
37,ORV,F,Kyle Anderson,25.0,MEM,1.0,200.0,0.005,43.0,29.8,8.0,5.8,3.0,1.3,0.9,0.543,0.265,0.578,2.7,0.1,1.8,2.4,107.0,2019
38,ORV,G,Bradley Beal,25.0,WAS,1.0,200.0,0.005,82.0,36.9,25.6,5.0,5.5,1.5,0.7,0.475,0.351,0.808,7.6,0.12,1.7,-0.8,114.0,2019
39,ORV,F,Jordan Bell,24.0,GSW,1.0,200.0,0.005,68.0,11.6,3.3,2.7,1.1,0.3,0.8,0.516,0.0,0.61,1.6,0.096,1.1,1.3,108.0,2019
40,ORV,F,Jaylen Brown,22.0,BOS,1.0,200.0,0.005,74.0,25.9,13.0,4.2,1.4,0.9,0.4,0.465,0.344,0.658,3.0,0.076,2.4,-0.4,109.0,2019
41,ORV,G,Mike Conley,31.0,MEM,1.0,200.0,0.005,70.0,33.5,21.1,3.4,6.4,1.3,0.3,0.438,0.364,0.845,8.0,0.164,2.3,0.1,111.0,2019
42,ORV,F,Ed Davis,29.0,BRK,1.0,200.0,0.005,81.0,17.9,5.8,8.6,0.8,0.4,0.4,0.616,0.0,0.617,5.7,0.191,2.5,0.7,105.0,2019
43,ORV,C,Andre Drummond,25.0,DET,1.0,200.0,0.005,79.0,33.5,17.3,15.6,1.4,1.7,1.7,0.533,0.132,0.59,10.0,0.181,5.9,0.8,100.0,2019
44,ORV,G,Terrance Ferguson,20.0,OKC,1.0,200.0,0.005,74.0,26.1,6.9,1.9,1.0,0.5,0.2,0.429,0.366,0.725,2.8,0.07,1.6,0.1,112.0,2019
45,ORV,G,De'Aaron Fox,21.0,SAC,1.0,200.0,0.005,81.0,31.4,17.3,3.8,7.3,1.6,0.6,0.458,0.371,0.727,5.6,0.106,2.5,0.2,111.0,2019
46,ORV,G,Shai Gilgeous-Alexander,20.0,LAC,1.0,200.0,0.005,82.0,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.367,0.8,3.3,0.074,1.9,0.4,112.0,2019
47,ORV,G,Gary Harris,24.0,DEN,1.0,200.0,0.005,57.0,28.8,12.9,2.8,2.2,1.0,0.3,0.424,0.339,0.799,2.6,0.076,1.5,-0.4,111.0,2019
48,ORV,F,Andre Iguodala,35.0,GSW,1.0,200.0,0.005,68.0,23.2,5.7,3.7,3.2,0.9,0.8,0.5,0.333,0.582,4.2,0.129,1.8,1.7,109.0,2019
49,ORV,G,Kyrie Irving,26.0,BOS,1.0,200.0,0.005,67.0,33.0,23.8,5.0,6.9,1.5,0.5,0.487,0.401,0.873,9.1,0.197,2.9,1.1,108.0,2019
50,ORV,C,Nikola Jokić,23.0,DEN,1.0,200.0,0.005,80.0,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,4.3,2.9,105.0,2019
51,ORV,G,Damian Lillard,28.0,POR,1.0,200.0,0.005,80.0,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2.4,-0.3,112.0,2019
52,ORV,C,Brook Lopez,30.0,MIL,1.0,200.0,0.005,81.0,28.7,12.5,4.9,1.2,0.6,2.2,0.452,0.365,0.842,6.7,0.138,4.3,1.8,103.0,2019
53,ORV,F,Khris Middleton,27.0,MIL,1.0,200.0,0.005,77.0,31.1,18.3,6.0,4.3,1.0,0.1,0.441,0.378,0.837,6.1,0.123,3.6,0.1,106.0,2019
54,ORV,G,Ricky Rubio,28.0,UTA,1.0,200.0,0.005,68.0,27.9,12.7,3.6,6.1,1.3,0.1,0.404,0.311,0.855,3.7,0.095,2.8,0.8,107.0,2019
0,1st,F,Giannis Antetokounmpo,25.0,MIL,195.0,200.0,0.975,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,5.0,4.1,97.0,2020
1,1st,F,Anthony Davis,26.0,LAL,187.0,200.0,0.935,62.0,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,4.4,2.6,102.0,2020
2,1st,G,Ben Simmons,23.0,PHI,185.0,200.0,0.925,57.0,35.4,16.4,7.8,8.0,2.1,0.6,0.58,0.286,0.621,6.9,0.165,3.1,2.3,106.0,2020
3,1st,C,Rudy Gobert,27.0,UTA,180.0,200.0,0.9,68.0,34.3,15.1,13.5,1.5,0.8,2.0,0.693,,0.63,10.7,0.221,4.2,1.9,104.0,2020
4,1st,G,Marcus Smart,25.0,BOS,152.0,200.0,0.76,60.0,32.0,12.9,3.8,4.9,1.7,0.5,0.375,0.347,0.836,4.5,0.112,2.8,1.4,107.0,2020
6,2nd,F,Kawhi Leonard,28.0,LAC,128.0,200.0,0.64,57.0,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,3.3,2.4,104.0,2020
7,2nd,C,Brook Lopez,31.0,MIL,67.0,200.0,0.335,68.0,26.7,12.0,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,4.1,2.5,100.0,2020
8,2nd,F,Bam Adebayo,22.0,MIA,61.0,200.0,0.305,72.0,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,3.9,2.0,106.0,2020
9,2nd,G,Patrick Beverley,31.0,LAC,60.0,200.0,0.3,51.0,26.3,7.9,5.2,3.6,1.1,0.5,0.431,0.388,0.66,3.6,0.128,2.0,2.5,107.0,2020
10,2nd,G,Eric Bledsoe,30.0,MIL,59.0,200.0,0.295,61.0,27.0,14.9,4.6,5.4,0.9,0.4,0.475,0.344,0.79,5.4,0.157,3.0,1.0,104.0,2020
12,ORV,G,Kris Dunn,25.0,CHI,31.0,200.0,0.155,51.0,24.9,7.3,3.6,3.4,2.0,0.3,0.444,0.259,0.741,2.3,0.085,2.0,3.1,106.0,2020
13,ORV,F,P.J. Tucker,34.0,HOU,29.0,200.0,0.145,72.0,34.3,6.9,6.6,1.6,1.1,0.5,0.415,0.358,0.813,4.0,0.078,2.4,0.6,111.0,2020
14,ORV,G,Jimmy Butler,30.0,MIA,28.0,200.0,0.14,58.0,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221,2.7,1.5,108.0,2020
15,ORV,G,Kyle Lowry,33.0,TOR,23.0,200.0,0.115,58.0,36.2,19.4,5.0,7.5,1.4,0.4,0.416,0.352,0.857,7.5,0.171,3.3,1.0,106.0,2020
16,ORV,F,Jayson Tatum,21.0,BOS,20.0,200.0,0.1,66.0,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,3.7,0.6,106.0,2020
17,ORV,G,Jrue Holiday,29.0,NOP,18.0,200.0,0.09,61.0,34.7,19.1,4.8,6.7,1.6,0.8,0.455,0.353,0.709,3.9,0.088,1.9,0.2,112.0,2020
18,ORV,G,Chris Paul,34.0,OKC,13.0,200.0,0.065,70.0,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,3.0,1.4,108.0,2020
19,ORV,C,Joel Embiid,25.0,PHI,11.0,200.0,0.055,51.0,29.5,23.0,11.6,3.0,0.9,1.3,0.477,0.331,0.807,6.0,0.192,2.7,1.0,104.0,2020
20,ORV,F,Pascal Siakam,25.0,TOR,10.0,200.0,0.05,60.0,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,3.6,0.5,105.0,2020
21,ORV,F,LeBron James,35.0,LAL,7.0,200.0,0.035,67.0,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,3.6,1.8,106.0,2020
22,ORV,C,Myles Turner,23.0,IND,5.0,200.0,0.025,62.0,29.5,12.1,6.6,1.2,0.7,2.1,0.457,0.344,0.751,4.2,0.111,3.1,1.1,105.0,2020
23,ORV,F,Paul George,29.0,LAC,3.0,200.0,0.015,48.0,29.6,21.5,5.7,3.9,1.4,0.4,0.439,0.412,0.876,4.8,0.161,2.3,1.1,106.0,2020
24,ORV,F,OG Anunoby,22.0,TOR,2.0,200.0,0.01,69.0,29.9,10.6,5.3,1.6,1.4,0.7,0.505,0.39,0.706,5.7,0.134,3.7,2.0,104.0,2020
25,ORV,F,Jaylen Brown,23.0,BOS,2.0,200.0,0.01,57.0,33.9,20.3,6.4,2.1,1.1,0.4,0.481,0.382,0.724,4.9,0.123,2.6,-0.2,108.0,2020
26,ORV,G,Donte DiVincenzo,23.0,MIL,2.0,200.0,0.01,66.0,23.0,9.2,4.8,2.3,1.3,0.3,0.455,0.336,0.733,4.3,0.135,3.2,2.4,101.0,2020
27,ORV,G,Luka Dončić,20.0,DAL,2.0,200.0,0.01,61.0,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,2.3,1.0,110.0,2020
28,ORV,C,Andre Drummond,26.0,TOT,2.0,200.0,0.01,57.0,33.0,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,3.6,1.1,103.0,2020
29,ORV,G,James Harden,30.0,HOU,2.0,200.0,0.01,68.0,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,3.2,1.6,108.0,2020
30,ORV,G,Dejounte Murray,23.0,SAS,2.0,200.0,0.01,66.0,25.6,10.9,5.8,4.1,1.7,0.3,0.462,0.369,0.798,2.6,0.074,2.0,1.3,110.0,2020
31,ORV,G,Fred VanVleet,25.0,TOR,2.0,200.0,0.01,54.0,35.7,17.6,3.8,6.6,1.9,0.3,0.413,0.39,0.848,5.8,0.145,3.1,1.4,106.0,2020
32,ORV,C,Hassan Whiteside,30.0,POR,2.0,200.0,0.01,67.0,30.0,15.5,13.5,1.2,0.4,2.9,0.621,0.571,0.686,8.5,0.204,3.0,0.7,107.0,2020
33,ORV,C,Steven Adams,26.0,OKC,1.0,200.0,0.005,63.0,26.7,10.9,9.3,2.3,0.8,1.1,0.592,0.333,0.582,6.5,0.185,2.7,1.1,106.0,2020
34,ORV,C,Jarrett Allen,21.0,BRK,1.0,200.0,0.005,70.0,26.5,11.1,9.6,1.6,0.6,1.3,0.649,0.0,0.633,8.2,0.212,2.9,1.0,106.0,2020
35,ORV,C,Aron Baynes,33.0,PHO,1.0,200.0,0.005,42.0,22.2,11.5,5.6,1.6,0.2,0.5,0.48,0.351,0.747,2.1,0.107,0.8,-0.8,112.0,2020
36,ORV,G,Avery Bradley,29.0,LAL,1.0,200.0,0.005,49.0,24.2,8.6,2.3,1.3,0.9,0.1,0.444,0.364,0.833,1.5,0.062,1.4,0.5,110.0,2020
37,ORV,F,Jonathan Isaac,22.0,ORL,1.0,200.0,0.005,34.0,28.8,11.9,6.8,1.4,1.6,2.3,0.47,0.34,0.779,2.5,0.12,1.9,2.9,103.0,2020
38,ORV,G,Damian Lillard,29.0,POR,1.0,200.0,0.005,66.0,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,0.7,-0.9,117.0,2020
39,ORV,F,Khris Middleton,28.0,MIL,1.0,200.0,0.005,62.0,29.9,20.9,6.2,4.3,0.9,0.1,0.497,0.415,0.916,7.9,0.205,3.3,0.7,104.0,2020
40,ORV,F,Kristaps Porziņģis,24.0,DAL,1.0,200.0,0.005,57.0,31.8,20.4,9.5,1.8,0.7,2.0,0.427,0.352,0.799,5.2,0.138,2.6,0.1,107.0,2020
41,ORV,G,Matisse Thybulle,22.0,PHI,1.0,200.0,0.005,65.0,19.8,4.7,1.6,1.2,1.4,0.7,0.423,0.357,0.61,2.3,0.086,2.0,3.1,106.0,2020
42,ORV,G,Russell Westbrook,31.0,HOU,1.0,200.0,0.005,57.0,35.9,27.2,7.9,7.0,1.6,0.4,0.472,0.258,0.763,4.2,0.098,2.5,-0.1,109.0,2020
0,1st,F,Giannis Antetokounmpo,25.0,MIL,195.0,200.0,0.975,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,5.0,4.1,97.0,2021
1,1st,F,Anthony Davis,26.0,LAL,187.0,200.0,0.935,62.0,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,4.4,2.6,102.0,2021
2,1st,G,Ben Simmons,23.0,PHI,185.0,200.0,0.925,57.0,35.4,16.4,7.8,8.0,2.1,0.6,0.58,0.286,0.621,6.9,0.165,3.1,2.3,106.0,2021
3,1st,C,Rudy Gobert,27.0,UTA,180.0,200.0,0.9,68.0,34.3,15.1,13.5,1.5,0.8,2.0,0.693,,0.63,10.7,0.221,4.2,1.9,104.0,2021
4,1st,G,Marcus Smart,25.0,BOS,152.0,200.0,0.76,60.0,32.0,12.9,3.8,4.9,1.7,0.5,0.375,0.347,0.836,4.5,0.112,2.8,1.4,107.0,2021
6,2nd,F,Kawhi Leonard,28.0,LAC,128.0,200.0,0.64,57.0,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,3.3,2.4,104.0,2021
7,2nd,C,Brook Lopez,31.0,MIL,67.0,200.0,0.335,68.0,26.7,12.0,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,4.1,2.5,100.0,2021
8,2nd,F,Bam Adebayo,22.0,MIA,61.0,200.0,0.305,72.0,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,3.9,2.0,106.0,2021
9,2nd,G,Patrick Beverley,31.0,LAC,60.0,200.0,0.3,51.0,26.3,7.9,5.2,3.6,1.1,0.5,0.431,0.388,0.66,3.6,0.128,2.0,2.5,107.0,2021
10,2nd,G,Eric Bledsoe,30.0,MIL,59.0,200.0,0.295,61.0,27.0,14.9,4.6,5.4,0.9,0.4,0.475,0.344,0.79,5.4,0.157,3.0,1.0,104.0,2021
12,ORV,G,Kris Dunn,25.0,CHI,31.0,200.0,0.155,51.0,24.9,7.3,3.6,3.4,2.0,0.3,0.444,0.259,0.741,2.3,0.085,2.0,3.1,106.0,2021
13,ORV,F,P.J. Tucker,34.0,HOU,29.0,200.0,0.145,72.0,34.3,6.9,6.6,1.6,1.1,0.5,0.415,0.358,0.813,4.0,0.078,2.4,0.6,111.0,2021
14,ORV,G,Jimmy Butler,30.0,MIA,28.0,200.0,0.14,58.0,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221,2.7,1.5,108.0,2021
15,ORV,G,Kyle Lowry,33.0,TOR,23.0,200.0,0.115,58.0,36.2,19.4,5.0,7.5,1.4,0.4,0.416,0.352,0.857,7.5,0.171,3.3,1.0,106.0,2021
16,ORV,F,Jayson Tatum,21.0,BOS,20.0,200.0,0.1,66.0,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,3.7,0.6,106.0,2021
17,ORV,G,Jrue Holiday,29.0,NOP,18.0,200.0,0.09,61.0,34.7,19.1,4.8,6.7,1.6,0.8,0.455,0.353,0.709,3.9,0.088,1.9,0.2,112.0,2021
18,ORV,G,Chris Paul,34.0,OKC,13.0,200.0,0.065,70.0,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,3.0,1.4,108.0,2021
19,ORV,C,Joel Embiid,25.0,PHI,11.0,200.0,0.055,51.0,29.5,23.0,11.6,3.0,0.9,1.3,0.477,0.331,0.807,6.0,0.192,2.7,1.0,104.0,2021
20,ORV,F,Pascal Siakam,25.0,TOR,10.0,200.0,0.05,60.0,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,3.6,0.5,105.0,2021
21,ORV,F,LeBron James,35.0,LAL,7.0,200.0,0.035,67.0,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,3.6,1.8,106.0,2021
22,ORV,C,Myles Turner,23.0,IND,5.0,200.0,0.025,62.0,29.5,12.1,6.6,1.2,0.7,2.1,0.457,0.344,0.751,4.2,0.111,3.1,1.1,105.0,2021
23,ORV,F,Paul George,29.0,LAC,3.0,200.0,0.015,48.0,29.6,21.5,5.7,3.9,1.4,0.4,0.439,0.412,0.876,4.8,0.161,2.3,1.1,106.0,2021
24,ORV,F,OG Anunoby,22.0,TOR,2.0,200.0,0.01,69.0,29.9,10.6,5.3,1.6,1.4,0.7,0.505,0.39,0.706,5.7,0.134,3.7,2.0,104.0,2021
25,ORV,F,Jaylen Brown,23.0,BOS,2.0,200.0,0.01,57.0,33.9,20.3,6.4,2.1,1.1,0.4,0.481,0.382,0.724,4.9,0.123,2.6,-0.2,108.0,2021
26,ORV,G,Donte DiVincenzo,23.0,MIL,2.0,200.0,0.01,66.0,23.0,9.2,4.8,2.3,1.3,0.3,0.455,0.336,0.733,4.3,0.135,3.2,2.4,101.0,2021
27,ORV,G,Luka Dončić,20.0,DAL,2.0,200.0,0.01,61.0,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,2.3,1.0,110.0,2021
28,ORV,C,Andre Drummond,26.0,TOT,2.0,200.0,0.01,57.0,33.0,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,3.6,1.1,103.0,2021
29,ORV,G,James Harden,30.0,HOU,2.0,200.0,0.01,68.0,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,3.2,1.6,108.0,2021
30,ORV,G,Dejounte Murray,23.0,SAS,2.0,200.0,0.01,66.0,25.6,10.9,5.8,4.1,1.7,0.3,0.462,0.369,0.798,2.6,0.074,2.0,1.3,110.0,2021
31,ORV,G,Fred VanVleet,25.0,TOR,2.0,200.0,0.01,54.0,35.7,17.6,3.8,6.6,1.9,0.3,0.413,0.39,0.848,5.8,0.145,3.1,1.4,106.0,2021
